product_id,product_name,product_category,product_subcategory,brand,unit_price,cost,active_flag
P000325,Trueleaf Fitness Provident,sporting_goods,fitness,TrueLeaf,71.99,50.17,True
P000326,Summit House Pantry Quia,grocery,pantry,Summit House,26.04,14.6,True
P000327,Urban Trail Outerwear Dolore,apparel,outerwear,Urban Trail,41.62,27.42,True
P000328,Harbour Goods Household Aspernatur,grocery,household,Harbour Goods,13.96,6.93,True
P000329,Trueleaf Team Sports Quaerat,sporting_goods,team_sports,TrueLeaf,299.72,202.01,True
P000330,Northline Tops Beatae,apparel,tops,Northline,33.82,22.15,True
P000331,Evervale Cycling Ea,sporting_goods,cycling,Evervale,16.62,8.12,True
P000332,Harbour Goods Beverages Atque,grocery,beverages,Harbour Goods,10.76,6.97,True
P000333,Canopy Co. Pantry Saepe,grocery,pantry,Canopy Co.,7.07,3.9,True
P000334,Fieldstone Cleaning Atque,home,cleaning,Fieldstone,52.01,33.54,True
P000335,Lakeview Accessories Veniam,apparel,accessories,Lakeview,33.92,19.39,True
P000336,Summit House Cleaning Ex,home,cleaning,Summit House,31.4,15.51,True
P000337,Cedar Works Snacks Necessitatibus,grocery,snacks,Cedar Works,7.73,5.09,False
P000338,Canopy Co. Pet Cumque,grocery,pet,Canopy Co.,45.79,24.07,True
P000339,Canopy Co. Kitchen Reiciendis,home,kitchen,Canopy Co.,28.56,15.53,True
P000340,Summit House Computers Expedita,electronics,computers,Summit House,93.45,66.73,True
P000341,Summit House Audio Repellendus,electronics,audio,Summit House,32.12,19.33,True
P000342,Maple & Main Pet Saepe,grocery,pet,Maple & Main,7.96,5.04,True
P000343,Maple & Main Decor Animi,home,decor,Maple & Main,55.71,37.85,True
P000344,Canopy Co. Decor Sit,home,decor,Canopy Co.,30.96,19.96,True
P000345,Fieldstone Snacks Beatae,grocery,snacks,Fieldstone,16.95,8.22,True
P000346,Lakeview Household Nihil,grocery,household,Lakeview,7.16,3.06,True
P000347,Brightnest Pantry Unde,grocery,pantry,BrightNest,5.49,3.18,True
P000348,Brightnest Kitchen Reprehenderit,home,kitchen,BrightNest,67.52,46.35,True
P000349,Cedar Works Gaming Recusandae,electronics,gaming,Cedar Works,91.91,65.41,True
P000350,Harbour Goods Winter Sports Quasi,sporting_goods,winter_sports,Harbour Goods,84.22,40.72,True
P000351,Maple & Main Bottoms Ipsam,apparel,bottoms,Maple & Main,78.68,34.79,True
P000352,Cedar Works Household Facilis,grocery,household,Cedar Works,16.17,9.85,True
P000353,Cedar Works Fragrance Enim,beauty,fragrance,Cedar Works,14.49,8.03,True
P000354,Lakeview Kitchen Velit,home,kitchen,Lakeview,26.85,13.38,True
P000355,Evervale Smart Home Ipsam,electronics,smart_home,Evervale,39.72,24.85,True
P000356,Summit House Accessories Excepturi,apparel,accessories,Summit House,26.54,12.87,True
P000357,Harbour Goods Fitness Fuga,sporting_goods,fitness,Harbour Goods,44.21,22.41,True
P000358,Brightnest Fragrance Nam,beauty,fragrance,BrightNest,17.08,7.86,True
P000359,Fieldstone Fragrance Delectus,beauty,fragrance,Fieldstone,16.9,9.36,True
P000360,Lakeview Accessories Velit,apparel,accessories,Lakeview,21.91,14.09,True
P000361,Cedar Works Beverages Tenetur,grocery,beverages,Cedar Works,16.16,9.08,True
P000362,Canopy Co. Makeup In,beauty,makeup,Canopy Co.,15.05,8.71,True
P000363,Maple & Main Pantry Officia,grocery,pantry,Maple & Main,16.33,9.22,True
P000364,Urban Trail Decor Ipsam,home,decor,Urban Trail,70.43,39.1,True
P000365,Northline Tops Aut,apparel,tops,Northline,33.0,18.14,True
P000366,Maple & Main Household Accusamus,grocery,household,Maple & Main,13.5,6.29,True
P000367,Brightnest Outerwear Officia,apparel,outerwear,BrightNest,40.41,24.75,True
P000368,Lakeview Pantry Soluta,grocery,pantry,Lakeview,19.39,11.05,True
P000369,Canopy Co. Snacks Recusandae,grocery,snacks,Canopy Co.,6.44,3.26,True
P000370,Cedar Works Smart Home Consequuntur,electronics,smart_home,Cedar Works,158.39,113.58,True
P000371,Evervale Makeup Aut,beauty,makeup,Evervale,35.08,16.88,True
P000372,Harbour Goods Snacks Quidem,grocery,snacks,Harbour Goods,23.04,16.49,False
P000373,Summit House Team Sports Error,sporting_goods,team_sports,Summit House,62.28,32.15,True
P000374,Cedar Works Skincare Quae,beauty,skincare,Cedar Works,28.16,15.28,True
P000375,Harbour Goods Computers Fuga,electronics,computers,Harbour Goods,100.25,47.78,True
P000376,Lakeview Kitchen Delectus,home,kitchen,Lakeview,41.11,24.1,True
P000377,Lakeview Mobile Accessories Laudantium,electronics,mobile_accessories,Lakeview,116.97,58.78,True
P000378,Cedar Works Accessories Atque,apparel,accessories,Cedar Works,30.7,20.71,True
P000379,Urban Trail Haircare Exercitationem,beauty,haircare,Urban Trail,16.71,7.38,True
P000380,Maple & Main Fitness Maxime,sporting_goods,fitness,Maple & Main,53.79,37.18,True
P000381,Lakeview Accessories Id,apparel,accessories,Lakeview,25.72,16.39,True
P000382,Urban Trail Winter Sports Dolore,sporting_goods,winter_sports,Urban Trail,90.14,50.77,True
P000383,Maple & Main Footwear Nulla,apparel,footwear,Maple & Main,62.8,39.78,True
P000384,Brightnest Decor Quisquam,home,decor,BrightNest,23.77,15.52,True
P000385,Northline Pantry Voluptatibus,grocery,pantry,Northline,11.0,6.61,True
P000386,Lakeview Accessories Incidunt,apparel,accessories,Lakeview,16.48,8.97,True
P000387,Canopy Co. Beverages Similique,grocery,beverages,Canopy Co.,25.33,17.7,True
P000388,Canopy Co. Team Sports Ullam,sporting_goods,team_sports,Canopy Co.,61.42,39.86,False
P000389,Canopy Co. Outdoor Quia,sporting_goods,outdoor,Canopy Co.,79.87,35.42,True
P000390,Brightnest Personal Care Accusamus,beauty,personal_care,BrightNest,20.16,11.92,True
P000391,Maple & Main Household Vel,grocery,household,Maple & Main,24.83,16.75,True
P000392,Harbour Goods Decor Quod,home,decor,Harbour Goods,30.22,19.34,True
P000393,Lakeview Bottoms In,apparel,bottoms,Lakeview,27.62,19.41,True
P000394,Evervale Accessories Ut,apparel,accessories,Evervale,32.62,22.04,True
P000395,Canopy Co. Fragrance Corporis,beauty,fragrance,Canopy Co.,26.79,16.82,False
P000396,Northline Outerwear Deleniti,apparel,outerwear,Northline,23.61,12.32,True
P000397,Summit House Storage Fuga,home,storage,Summit House,45.73,23.8,True
P000398,Evervale Bedding Cum,home,bedding,Evervale,63.69,44.96,True
P000399,Evervale Bottoms Corrupti,apparel,bottoms,Evervale,24.82,11.48,True
P000400,Maple & Main Pantry Quod,grocery,pantry,Maple & Main,17.41,8.04,True
P000401,Cedar Works Decor Dolor,home,decor,Cedar Works,34.7,14.91,True
P000402,Brightnest Bedding Fugit,home,bedding,BrightNest,15.7,6.66,True
P000403,Trueleaf Bedding Id,home,bedding,TrueLeaf,30.56,16.3,True
P000404,Maple & Main Skincare Sed,beauty,skincare,Maple & Main,27.92,14.61,True
P000405,Summit House Tops Eos,apparel,tops,Summit House,42.33,18.06,True
P000406,Harbour Goods Pet Laboriosam,grocery,pet,Harbour Goods,17.93,10.93,True
P000407,Maple & Main Cycling Enim,sporting_goods,cycling,Maple & Main,41.84,24.44,True
P000408,Canopy Co. Mobile Accessories Vitae,electronics,mobile_accessories,Canopy Co.,93.14,51.76,True
P000409,Urban Trail Mobile Accessories Tempora,electronics,mobile_accessories,Urban Trail,345.17,194.14,True
P000410,Canopy Co. Footwear Fuga,apparel,footwear,Canopy Co.,35.58,20.32,True
P000411,Canopy Co. Kitchen Quae,home,kitchen,Canopy Co.,40.75,28.98,True
P000412,Evervale Storage Porro,home,storage,Evervale,19.38,9.76,True
P000413,Cedar Works Bedding Explicabo,home,bedding,Cedar Works,77.8,37.03,True
P000414,Trueleaf Outerwear Asperiores,apparel,outerwear,TrueLeaf,46.14,28.79,True
P000415,Harbour Goods Haircare Consectetur,beauty,haircare,Harbour Goods,37.3,19.57,True
P000416,Trueleaf Storage Tempora,home,storage,TrueLeaf,24.6,14.55,True
P000417,Trueleaf Team Sports Nisi,sporting_goods,team_sports,TrueLeaf,92.0,52.29,True
P000418,Fieldstone Smart Home Harum,electronics,smart_home,Fieldstone,103.3,68.39,True
P000419,Fieldstone Skincare Aperiam,beauty,skincare,Fieldstone,16.66,11.96,True
P000420,Cedar Works Tops A,apparel,tops,Cedar Works,28.82,13.64,True
P000421,Canopy Co. Tops Iusto,apparel,tops,Canopy Co.,30.32,13.09,True
P000422,Harbour Goods Audio Delectus,electronics,audio,Harbour Goods,103.5,49.46,True
P000423,Trueleaf Cleaning Tempore,home,cleaning,TrueLeaf,25.6,11.44,True
P000424,Summit House Bottoms Fuga,apparel,bottoms,Summit House,52.46,36.65,True
P000425,Harbour Goods Cleaning Dolorem,home,cleaning,Harbour Goods,51.11,33.19,True
P000426,Urban Trail Fitness Numquam,sporting_goods,fitness,Urban Trail,63.56,42.07,True
P000427,Northline Team Sports Quod,sporting_goods,team_sports,Northline,141.02,91.81,True
P000428,Maple & Main Skincare Voluptatibus,beauty,skincare,Maple & Main,23.06,15.21,True
P000429,Northline Snacks Nobis,grocery,snacks,Northline,17.2,9.36,True
P000430,Harbour Goods Decor Ratione,home,decor,Harbour Goods,51.66,28.29,True
P000431,Evervale Gaming Accusamus,electronics,gaming,Evervale,170.85,88.56,True
P000432,Harbour Goods Decor Culpa,home,decor,Harbour Goods,39.88,18.57,True
P000433,Trueleaf Fragrance Autem,beauty,fragrance,TrueLeaf,39.54,19.65,False
P000434,Canopy Co. Beverages Voluptas,grocery,beverages,Canopy Co.,10.92,5.05,True
P000435,Summit House Bottoms Distinctio,apparel,bottoms,Summit House,58.36,29.12,True
P000436,Cedar Works Bottoms Quisquam,apparel,bottoms,Cedar Works,23.96,10.48,True
P000437,Maple & Main Pantry Amet,grocery,pantry,Maple & Main,16.57,8.24,True
P000438,Canopy Co. Bottoms Maxime,apparel,bottoms,Canopy Co.,36.63,17.43,True
P000439,Fieldstone Haircare Reprehenderit,beauty,haircare,Fieldstone,19.15,8.94,True
P000440,Urban Trail Cycling Quod,sporting_goods,cycling,Urban Trail,123.43,69.7,True
P000441,Northline Accessories Dignissimos,apparel,accessories,Northline,15.35,10.81,True
P000442,Urban Trail Smart Home Non,electronics,smart_home,Urban Trail,80.66,38.48,True
P000443,Fieldstone Computers Debitis,electronics,computers,Fieldstone,141.94,61.27,True
P000444,Brightnest Computers Animi,electronics,computers,BrightNest,27.01,19.04,True
P000445,Northline Beverages Inventore,grocery,beverages,Northline,12.67,6.72,True
P000446,Maple & Main Gaming Maiores,electronics,gaming,Maple & Main,49.43,24.54,True
P000447,Harbour Goods Footwear Animi,apparel,footwear,Harbour Goods,33.33,17.88,True
P000448,Summit House Cleaning Magnam,home,cleaning,Summit House,42.33,25.24,False
P000449,Evervale Kitchen Eos,home,kitchen,Evervale,50.34,22.03,True
P000450,Canopy Co. Beverages Vero,grocery,beverages,Canopy Co.,27.97,12.53,True
P000451,Summit House Footwear Expedita,apparel,footwear,Summit House,31.69,20.18,True
P000452,Brightnest Personal Care Vel,beauty,personal_care,BrightNest,26.69,17.96,True
P000453,Cedar Works Tops Corporis,apparel,tops,Cedar Works,42.98,29.14,True
P000454,Lakeview Kitchen Libero,home,kitchen,Lakeview,21.25,13.41,True
P000455,Evervale Outerwear Ratione,apparel,outerwear,Evervale,31.8,15.26,True
P000456,Fieldstone Fitness Nemo,sporting_goods,fitness,Fieldstone,28.04,14.36,True
P000457,Fieldstone Tops Sit,apparel,tops,Fieldstone,23.69,9.98,True
P000458,Summit House Outdoor Dolor,sporting_goods,outdoor,Summit House,87.47,49.49,True
P000459,Cedar Works Smart Home Ex,electronics,smart_home,Cedar Works,118.24,70.88,True
P000460,Maple & Main Winter Sports Dolorem,sporting_goods,winter_sports,Maple & Main,65.11,30.87,True
P000461,Lakeview Audio Dolorum,electronics,audio,Lakeview,85.63,48.71,True
P000462,Maple & Main Accessories Neque,apparel,accessories,Maple & Main,43.99,19.54,True
P000463,Lakeview Outdoor Alias,sporting_goods,outdoor,Lakeview,170.27,100.82,True
P000464,Trueleaf Skincare Dolorum,beauty,skincare,TrueLeaf,40.12,18.52,True
P000465,Evervale Snacks Iusto,grocery,snacks,Evervale,43.59,25.73,True
P000466,Maple & Main Footwear Neque,apparel,footwear,Maple & Main,56.9,28.81,True
P000467,Evervale Accessories Velit,apparel,accessories,Evervale,23.63,10.55,True
P000468,Evervale Outerwear Expedita,apparel,outerwear,Evervale,9.55,5.58,True
P000469,Urban Trail Pet Fugiat,grocery,pet,Urban Trail,15.74,11.28,True
P000470,Maple & Main Pet Dolore,grocery,pet,Maple & Main,28.96,19.86,True
P000471,Harbour Goods Household Voluptates,grocery,household,Harbour Goods,18.77,9.95,True
P000472,Harbour Goods Decor Corrupti,home,decor,Harbour Goods,71.53,35.43,True
P000473,Evervale Accessories Modi,apparel,accessories,Evervale,64.17,29.53,True
P000474,Lakeview Pantry Amet,grocery,pantry,Lakeview,17.59,7.43,True
P000475,Canopy Co. Pantry Optio,grocery,pantry,Canopy Co.,22.77,14.67,True
P000476,Summit House Haircare Est,beauty,haircare,Summit House,11.34,4.8,True
P000477,Harbour Goods Winter Sports Eligendi,sporting_goods,winter_sports,Harbour Goods,41.24,18.86,True
P000478,Summit House Haircare Officia,beauty,haircare,Summit House,25.41,17.48,True
P000479,Cedar Works Computers Laudantium,electronics,computers,Cedar Works,124.81,64.77,True
P000480,Canopy Co. Pet Inventore,grocery,pet,Canopy Co.,13.35,7.76,True
P000481,Lakeview Bottoms Eum,apparel,bottoms,Lakeview,27.81,12.24,True
P000482,Lakeview Tops Et,apparel,tops,Lakeview,31.45,14.12,True
P000483,Maple & Main Pantry Alias,grocery,pantry,Maple & Main,11.42,6.96,True
P000484,Fieldstone Pet Unde,grocery,pet,Fieldstone,7.85,4.06,True
P000485,Brightnest Fitness Earum,sporting_goods,fitness,BrightNest,87.16,48.04,True
P000486,Northline Team Sports Natus,sporting_goods,team_sports,Northline,24.22,14.09,True
P000487,Maple & Main Skincare Iure,beauty,skincare,Maple & Main,23.97,14.26,True
P000488,Fieldstone Makeup Hic,beauty,makeup,Fieldstone,28.86,18.96,True
P000489,Brightnest Kitchen Atque,home,kitchen,BrightNest,17.75,8.91,True
P000490,Fieldstone Beverages Hic,grocery,beverages,Fieldstone,10.43,6.23,True
P000491,Summit House Pet Laudantium,grocery,pet,Summit House,28.8,17.21,True
P000492,Evervale Cleaning Temporibus,home,cleaning,Evervale,15.95,9.19,True
P000493,Northline Footwear Quaerat,apparel,footwear,Northline,55.16,29.34,True
P000494,Lakeview Cleaning Natus,home,cleaning,Lakeview,18.9,9.85,True
P000495,Summit House Cleaning Veritatis,home,cleaning,Summit House,25.05,11.36,True
P000496,Trueleaf Fitness Quidem,sporting_goods,fitness,TrueLeaf,104.33,72.72,True
P000497,Cedar Works Cleaning Iure,home,cleaning,Cedar Works,58.55,38.98,True
P000498,Fieldstone Footwear Aliquam,apparel,footwear,Fieldstone,46.81,31.3,True
P000499,Canopy Co. Outerwear Cum,apparel,outerwear,Canopy Co.,22.82,13.23,True
P000500,Urban Trail Storage Facilis,home,storage,Urban Trail,16.1,7.23,True
